2016-11-29,47857062.0
2016-11-30,47904601.0
2016-12-01,47922078.0
2016-12-02,47910027.0
2016-12-03,47902821.0
2016-12-04,47895692.0
2016-12-05,47816912.0
2016-12-06,47701653.0
2016-12-07,47710371.0
2016-12-08,47740734.0
2016-12-09,47762338.0
2016-12-10,47792365.0
2016-12-11,47836428.0
2016-12-12,47895917.0
2016-12-13,47949873.0
2016-12-14,47985428.0
2016-12-15,48045520.0
2016-12-16,48072804.0
2016-12-17,48113801.0
2016-12-18,48164761.0
2016-12-19,48215603.0
2016-12-20,48219695.0
2016-12-21,48217399.0
2016-12-22,48255048.0
2016-12-23,48249394.0
2016-12-24,48252564.0
2016-12-25,48315234.0
2016-12-26,48310823.0
2016-12-27,48324396.0
2016-12-28,48318035.0
2016-12-29,48301012.0
2016-12-30,48256396.0
2016-12-31,48234638.0
2017-01-01,48213691.0
2017-01-02,48214852.0
2017-01-03,48275623.0
2017-01-04,48308415.0
2017-01-05,48323739.0
2017-01-06,48333198.0
2017-01-07,48367341.0
2017-01-08,48423772.0
2017-01-09,48506872.0
2017-01-10,48621129.0
2017-01-11,48709522.0
2017-01-12,48737255.0
2017-01-13,48746125.0
2017-01-14,48767006.0
2017-01-15,48816221.0
2017-01-16,48882430.0
2017-01-17,48953387.0
2017-01-18,49040238.0
2017-01-19,49097438.0
2017-01-20,49141167.0
2017-01-21,49196345.0
2017-01-22,49267671.0
2017-01-23,49430745.0
2017-01-24,49603382.0
2017-01-25,49752360.0
2017-01-26,49897322.0
2017-01-27,50021341.0
2017-01-28,50116712.0
2017-01-29,50221605.0
2017-01-30,50370915.0
2017-01-31,50472908.0
2017-02-01,50572213.0
2017-02-02,50676104.0
2017-02-03,50793971.0
2017-02-04,50862157.0
2017-02-05,50933944.0
2017-02-06,51008122.0
2017-02-07,51056110.0
2017-02-08,51096588.0
2017-02-09,51140839.0
2017-02-10,51160117.0
2017-02-11,51196965.0
2017-02-12,51254866.0
2017-02-13,51324983.0
2017-02-14,51340172.0
2017-02-15,51340231.0
2017-02-16,51408855.0
2017-02-17,51452184.0
2017-02-18,51488501.0
2017-02-19,51540563.0
2017-02-20,51584262.0
2017-02-21,51602066.0
2017-02-22,51631434.0
2017-02-23,51667248.0
2017-02-24,51709590.0
2017-02-25,51755069.0
2017-02-26,51820862.0
2017-02-27,51891903.0
2017-02-28,51966940.0
2017-03-01,52088954.0
2017-03-02,52195280.0
2017-03-03,52266094.0
2017-03-04,52347316.0
2017-03-05,52447874.0
2017-03-06,52588855.0
2017-03-07,52904718.0
2017-03-08,53076137.0
2017-03-09,53194764.0
2017-03-10,53259926.0
2017-03-11,53322404.0
2017-03-12,53401759.0
2017-03-13,53510947.0
2017-03-14,53643606.0
2017-03-15,53771589.0
2017-03-16,53840986.0
2017-03-17,53893476.0
2017-03-18,53956601.0
2017-03-19,54035756.0
2017-03-20,54150896.0
2017-03-21,54386031.0
2017-03-22,54493345.0
2017-03-23,54569420.0
2017-03-24,54600589.0
2017-03-25,54650090.0
2017-03-26,54718404.0
2017-03-27,54836196.0
2017-03-28,54950812.0
2017-03-29,55026154.0
2017-03-30,55085713.0
2017-03-31,55125356.0
2017-04-01,55170540.0
2017-04-02,55222595.0
2017-04-03,55312769.0
2017-04-04,55249583.0
2017-04-05,55318574.0
2017-04-06,55427820.0
2017-04-07,55495373.0
2017-04-08,55547245.0
2017-04-09,55602835.0
2017-04-10,55706416.0
2017-04-11,55816576.0
2017-04-12,55887464.0
2017-04-13,55928644.0
2017-04-14,55904876.0
2017-04-15,55915369.0
2017-04-16,55937420.0
2017-04-17,56006748.0
2017-04-18,56036322.0
2017-04-19,56184099.0
2017-04-20,56342862.0
2017-04-21,56523915.0
2017-04-22,56673138.0
2017-04-23,56803794.0
2017-04-24,56959205.0
2017-04-25,57066522.0
2017-04-26,57208181.0
2017-04-27,57322216.0
2017-04-28,57410912.0
2017-04-29,57486948.0
2017-04-30,57559275.0
2017-05-01,57630683.0
2017-05-02,57877026.0
2017-05-03,58074262.0
2017-05-04,58211587.0
2017-05-05,58364843.0
2017-05-06,58498256.0
2017-05-07,58640206.0
2017-05-08,58792757.0
2017-05-09,58983487.0
2017-05-10,59203994.0
2017-05-11,59390274.0
2017-05-12,59592433.0
2017-05-13,59726645.0
2017-05-14,59856614.0
2017-05-15,60022675.0
2017-05-16,60112118.0
2017-05-17,60201676.0
2017-05-18,60229668.0
2017-05-19,60213950.0
2017-05-20,60240636.0
2017-05-21,60291538.0
2017-05-22,60369657.0
2017-05-23,60476996.0
2017-05-24,60535490.0
2017-05-25,60576680.0
2017-05-26,60580587.0
2017-05-27,60603423.0
2017-05-28,60660596.0
2017-05-29,60734516.0
2017-05-30,60743219.0
2017-05-31,60819024.0
2017-06-01,60871923.0
2017-06-02,60890498.0
2017-06-03,60898136.0
2017-06-04,60926136.0
2017-06-05,60951080.0
2017-06-06,60937373.0
2017-06-07,60911907.0
2017-06-08,60905607.0
2017-06-09,60890486.0
2017-06-10,60890413.0
2017-06-11,60919395.0
2017-06-12,60976974.0
2017-06-13,61048110.0
2017-06-14,61103449.0
2017-06-15,61145209.0
2017-06-16,61169944.0
2017-06-17,61196699.0
2017-06-18,61245516.0
2017-06-19,61314377.0
2017-06-20,61339223.0
2017-06-21,61364333.0
2017-06-22,61423891.0
2017-06-23,61445861.0
2017-06-24,61484509.0
2017-06-25,61534642.0
