,Unnamed: 0,x
0,1500597842,74.0
1,1500684242,68.0
2,1500770642,21.0
3,1500857042,31.0
4,1500943442,98.0
5,1501029842,87.0
6,1501116242,24.0
7,1501202642,16.0
8,1501289042,47.0
9,1501375442,76.0
10,1501461842,93.0
11,1501548242,89.0
12,1501634642,6.0
13,1501721042,93.0
14,1501807442,38.0
15,1501893842,49.0
16,1501980242,0.0
17,1502066642,54.0
18,1502153042,84.0
19,1502239442,19.0
20,1502325842,18.0
21,1502412242,46.0
22,1502498642,27.0
23,1502585042,57.0
24,1502671442,42.0
25,1502757842,59.0
26,1502844242,18.0
27,1502930642,91.0
28,1503017042,80.0
29,1503103442,56.0
30,1503189842,85.0
31,1503276242,69.0
32,1503362642,88.0
33,1503449042,44.0
34,1503535442,28.0
35,1503621842,56.0
36,1503708242,25.0
37,1503794642,49.0
38,1503881042,44.0
39,1503967442,3.0
40,1504053842,26.0
41,1504140242,30.0
42,1504226642,27.0
43,1504313042,8.0
44,1504399442,88.0
45,1504485842,53.0
46,1504572242,76.0
47,1504658642,42.0
48,1504745042,61.0
49,1504831442,0.0
50,1504917842,74.0
51,1505004242,61.0
52,1505090642,7.0
53,1505177042,24.0
54,1505263442,7.0
55,1505349842,95.0
56,1505436242,40.0
57,1505522642,13.0
58,1505609042,4.0
59,1505695442,32.0
60,1505781842,1.0
61,1505868242,9.0
62,1505954642,94.0
63,1506041042,35.0
64,1506127442,11.0
65,1506213842,95.0
66,1506300242,75.0
67,1506386642,53.0
68,1506473042,67.0
69,1506559442,94.0
70,1506645842,47.0
71,1506732242,92.0
72,1506818642,29.0
73,1506905042,36.0
74,1506991442,3.0
75,1507077842,66.0
76,1507164242,50.0
77,1507250642,44.0
78,1507337042,36.0
79,1507423442,51.0
80,1507509842,89.0
81,1507596242,29.0
82,1507682642,75.0
83,1507769042,3.0
84,1507855442,3.0
85,1507941842,82.0
86,1508028242,79.0
87,1508114642,96.0
88,1508201042,31.0
89,1508287442,87.0
90,1508373842,48.0
91,1508460242,53.0
92,1508546642,31.0
93,1508633042,52.0
94,1508719442,12.0
95,1508805842,93.0
96,1508892242,87.0
97,1508978642,52.0
98,1509065042,21.0
99,1509151442,2.0
