,Unnamed: 0,x
0,1500597778,24.0
1,1500684178,49.0
2,1500770578,48.0
3,1500856978,33.0
4,1500943378,22.0
5,1501029778,41.0
6,1501116178,27.0
7,1501202578,41.0
8,1501288978,45.0
9,1501375378,38.0
10,1501461778,21.0
11,1501548178,71.0
12,1501634578,6.0
13,1501720978,61.0
14,1501807378,97.0
15,1501893778,70.0
16,1501980178,21.0
17,1502066578,57.0
18,1502152978,71.0
19,1502239378,86.0
20,1502325778,16.0
21,1502412178,79.0
22,1502498578,61.0
23,1502584978,85.0
24,1502671378,5.0
25,1502757778,85.0
26,1502844178,61.0
27,1502930578,93.0
28,1503016978,30.0
29,1503103378,44.0
30,1503189778,3.0
31,1503276178,31.0
32,1503362578,36.0
33,1503448978,0.0
34,1503535378,77.0
35,1503621778,56.0
36,1503708178,83.0
37,1503794578,85.0
38,1503880978,16.0
39,1503967378,1.0
40,1504053778,68.0
41,1504140178,96.0
42,1504226578,80.0
43,1504312978,57.0
44,1504399378,57.0
45,1504485778,12.0
46,1504572178,56.0
47,1504658578,95.0
48,1504744978,36.0
49,1504831378,91.0
50,1504917778,26.0
51,1505004178,6.0
52,1505090578,70.0
53,1505176978,20.0
54,1505263378,74.0
55,1505349778,1.0
56,1505436178,47.0
57,1505522578,53.0
58,1505608978,33.0
59,1505695378,45.0
60,1505781778,74.0
61,1505868178,97.0
62,1505954578,79.0
63,1506040978,46.0
64,1506127378,94.0
65,1506213778,79.0
66,1506300178,77.0
67,1506386578,48.0
68,1506472978,37.0
69,1506559378,12.0
70,1506645778,46.0
71,1506732178,29.0
72,1506818578,16.0
73,1506904978,76.0
74,1506991378,31.0
75,1507077778,69.0
76,1507164178,83.0
77,1507250578,22.0
78,1507336978,16.0
79,1507423378,43.0
80,1507509778,86.0
81,1507596178,15.0
82,1507682578,20.0
83,1507768978,95.0
84,1507855378,33.0
85,1507941778,58.0
86,1508028178,89.0
87,1508114578,30.0
88,1508200978,1.0
89,1508287378,37.0
90,1508373778,22.0
91,1508460178,38.0
92,1508546578,65.0
93,1508632978,19.0
94,1508719378,54.0
95,1508805778,92.0
96,1508892178,57.0
97,1508978578,26.0
98,1509064978,52.0
99,1509151378,99.0
