,Unnamed: 0,x
0,1500597775,29.0
1,1500684175,75.0
2,1500770575,74.0
3,1500856975,45.0
4,1500943375,6.0
5,1501029775,53.0
6,1501116175,33.0
7,1501202575,29.0
8,1501288975,19.0
9,1501375375,96.0
10,1501461775,30.0
11,1501548175,49.0
12,1501634575,58.0
13,1501720975,27.0
14,1501807375,18.0
15,1501893775,34.0
16,1501980175,95.0
17,1502066575,38.0
18,1502152975,31.0
19,1502239375,45.0
20,1502325775,77.0
21,1502412175,98.0
22,1502498575,78.0
23,1502584975,1.0
24,1502671375,68.0
25,1502757775,72.0
26,1502844175,60.0
27,1502930575,77.0
28,1503016975,74.0
29,1503103375,41.0
30,1503189775,27.0
31,1503276175,38.0
32,1503362575,91.0
33,1503448975,34.0
34,1503535375,84.0
35,1503621775,43.0
36,1503708175,36.0
37,1503794575,65.0
38,1503880975,76.0
39,1503967375,65.0
40,1504053775,61.0
41,1504140175,95.0
42,1504226575,95.0
43,1504312975,86.0
44,1504399375,73.0
45,1504485775,32.0
46,1504572175,66.0
47,1504658575,29.0
48,1504744975,60.0
49,1504831375,42.0
50,1504917775,82.0
51,1505004175,54.0
52,1505090575,52.0
53,1505176975,60.0
54,1505263375,7.0
55,1505349775,7.0
56,1505436175,71.0
57,1505522575,91.0
58,1505608975,65.0
59,1505695375,68.0
60,1505781775,49.0
61,1505868175,76.0
62,1505954575,98.0
63,1506040975,43.0
64,1506127375,78.0
65,1506213775,48.0
66,1506300175,20.0
67,1506386575,18.0
68,1506472975,31.0
69,1506559375,24.0
70,1506645775,55.0
71,1506732175,22.0
72,1506818575,46.0
73,1506904975,84.0
74,1506991375,25.0
75,1507077775,77.0
76,1507164175,3.0
77,1507250575,12.0
78,1507336975,78.0
79,1507423375,75.0
80,1507509775,55.0
81,1507596175,87.0
82,1507682575,43.0
83,1507768975,73.0
84,1507855375,92.0
85,1507941775,85.0
86,1508028175,38.0
87,1508114575,32.0
88,1508200975,78.0
89,1508287375,45.0
90,1508373775,29.0
91,1508460175,92.0
92,1508546575,62.0
93,1508632975,76.0
94,1508719375,95.0
95,1508805775,11.0
96,1508892175,88.0
97,1508978575,85.0
98,1509064975,35.0
99,1509151375,89.0
