,Unnamed: 0,x
0,1500597844,66.0
1,1500684244,83.0
2,1500770644,7.0
3,1500857044,15.0
4,1500943444,13.0
5,1501029844,90.0
6,1501116244,5.0
7,1501202644,82.0
8,1501289044,1.0
9,1501375444,2.0
10,1501461844,0.0
11,1501548244,91.0
12,1501634644,5.0
13,1501721044,69.0
14,1501807444,87.0
15,1501893844,80.0
16,1501980244,41.0
17,1502066644,7.0
18,1502153044,56.0
19,1502239444,98.0
20,1502325844,22.0
21,1502412244,98.0
22,1502498644,64.0
23,1502585044,93.0
24,1502671444,94.0
25,1502757844,88.0
26,1502844244,64.0
27,1502930644,48.0
28,1503017044,16.0
29,1503103444,67.0
30,1503189844,50.0
31,1503276244,13.0
32,1503362644,16.0
33,1503449044,36.0
34,1503535444,96.0
35,1503621844,14.0
36,1503708244,45.0
37,1503794644,83.0
38,1503881044,97.0
39,1503967444,2.0
40,1504053844,9.0
41,1504140244,38.0
42,1504226644,76.0
43,1504313044,76.0
44,1504399444,95.0
45,1504485844,44.0
46,1504572244,16.0
47,1504658644,75.0
48,1504745044,4.0
49,1504831444,14.0
50,1504917844,39.0
51,1505004244,82.0
52,1505090644,22.0
53,1505177044,94.0
54,1505263444,47.0
55,1505349844,96.0
56,1505436244,31.0
57,1505522644,91.0
58,1505609044,44.0
59,1505695444,43.0
60,1505781844,32.0
61,1505868244,57.0
62,1505954644,82.0
63,1506041044,39.0
64,1506127444,75.0
65,1506213844,19.0
66,1506300244,14.0
67,1506386644,7.0
68,1506473044,14.0
69,1506559444,27.0
70,1506645844,20.0
71,1506732244,95.0
72,1506818644,44.0
73,1506905044,45.0
74,1506991444,88.0
75,1507077844,51.0
76,1507164244,91.0
77,1507250644,47.0
78,1507337044,86.0
79,1507423444,26.0
80,1507509844,10.0
81,1507596244,44.0
82,1507682644,44.0
83,1507769044,31.0
84,1507855444,92.0
85,1507941844,94.0
86,1508028244,24.0
87,1508114644,16.0
88,1508201044,30.0
89,1508287444,3.0
90,1508373844,91.0
91,1508460244,26.0
92,1508546644,46.0
93,1508633044,76.0
94,1508719444,35.0
95,1508805844,96.0
96,1508892244,73.0
97,1508978644,52.0
98,1509065044,21.0
99,1509151444,83.0
