,Unnamed: 0,x
0,1500597776,46.0
1,1500684176,47.0
2,1500770576,63.0
3,1500856976,99.0
4,1500943376,79.0
5,1501029776,59.0
6,1501116176,81.0
7,1501202576,19.0
8,1501288976,51.0
9,1501375376,78.0
10,1501461776,33.0
11,1501548176,99.0
12,1501634576,46.0
13,1501720976,97.0
14,1501807376,33.0
15,1501893776,42.0
16,1501980176,28.0
17,1502066576,1.0
18,1502152976,91.0
19,1502239376,14.0
20,1502325776,91.0
21,1502412176,60.0
22,1502498576,72.0
23,1502584976,18.0
24,1502671376,88.0
25,1502757776,28.0
26,1502844176,46.0
27,1502930576,96.0
28,1503016976,6.0
29,1503103376,66.0
30,1503189776,3.0
31,1503276176,16.0
32,1503362576,4.0
33,1503448976,0.0
34,1503535376,1.0
35,1503621776,46.0
36,1503708176,78.0
37,1503794576,22.0
38,1503880976,29.0
39,1503967376,7.0
40,1504053776,65.0
41,1504140176,92.0
42,1504226576,81.0
43,1504312976,27.0
44,1504399376,74.0
45,1504485776,15.0
46,1504572176,41.0
47,1504658576,4.0
48,1504744976,2.0
49,1504831376,59.0
50,1504917776,90.0
51,1505004176,28.0
52,1505090576,73.0
53,1505176976,66.0
54,1505263376,18.0
55,1505349776,61.0
56,1505436176,83.0
57,1505522576,38.0
58,1505608976,93.0
59,1505695376,89.0
60,1505781776,69.0
61,1505868176,44.0
62,1505954576,89.0
63,1506040976,9.0
64,1506127376,48.0
65,1506213776,52.0
66,1506300176,69.0
67,1506386576,6.0
68,1506472976,3.0
69,1506559376,44.0
70,1506645776,63.0
71,1506732176,77.0
72,1506818576,57.0
73,1506904976,33.0
74,1506991376,56.0
75,1507077776,25.0
76,1507164176,31.0
77,1507250576,99.0
78,1507336976,95.0
79,1507423376,50.0
80,1507509776,67.0
81,1507596176,20.0
82,1507682576,46.0
83,1507768976,27.0
84,1507855376,42.0
85,1507941776,84.0
86,1508028176,34.0
87,1508114576,65.0
88,1508200976,48.0
89,1508287376,4.0
90,1508373776,62.0
91,1508460176,5.0
92,1508546576,66.0
93,1508632976,9.0
94,1508719376,85.0
95,1508805776,64.0
96,1508892176,15.0
97,1508978576,74.0
98,1509064976,74.0
99,1509151376,46.0
