,Unnamed: 0,x
0,1500597776,56.0
1,1500684176,41.0
2,1500770576,12.0
3,1500856976,45.0
4,1500943376,10.0
5,1501029776,25.0
6,1501116176,72.0
7,1501202576,9.0
8,1501288976,76.0
9,1501375376,76.0
10,1501461776,19.0
11,1501548176,55.0
12,1501634576,3.0
13,1501720976,70.0
14,1501807376,2.0
15,1501893776,64.0
16,1501980176,17.0
17,1502066576,7.0
18,1502152976,71.0
19,1502239376,31.0
20,1502325776,66.0
21,1502412176,35.0
22,1502498576,1.0
23,1502584976,6.0
24,1502671376,29.0
25,1502757776,1.0
26,1502844176,40.0
27,1502930576,80.0
28,1503016976,5.0
29,1503103376,35.0
30,1503189776,55.0
31,1503276176,24.0
32,1503362576,98.0
33,1503448976,44.0
34,1503535376,36.0
35,1503621776,83.0
36,1503708176,44.0
37,1503794576,33.0
38,1503880976,56.0
39,1503967376,69.0
40,1504053776,38.0
41,1504140176,96.0
42,1504226576,65.0
43,1504312976,30.0
44,1504399376,32.0
45,1504485776,66.0
46,1504572176,0.0
47,1504658576,78.0
48,1504744976,48.0
49,1504831376,14.0
50,1504917776,49.0
51,1505004176,75.0
52,1505090576,74.0
53,1505176976,11.0
54,1505263376,17.0
55,1505349776,52.0
56,1505436176,84.0
57,1505522576,4.0
58,1505608976,20.0
59,1505695376,74.0
60,1505781776,69.0
61,1505868176,39.0
62,1505954576,98.0
63,1506040976,33.0
64,1506127376,44.0
65,1506213776,94.0
66,1506300176,6.0
67,1506386576,52.0
68,1506472976,88.0
69,1506559376,69.0
70,1506645776,13.0
71,1506732176,12.0
72,1506818576,64.0
73,1506904976,1.0
74,1506991376,94.0
75,1507077776,31.0
76,1507164176,31.0
77,1507250576,6.0
78,1507336976,25.0
79,1507423376,44.0
80,1507509776,17.0
81,1507596176,97.0
82,1507682576,59.0
83,1507768976,54.0
84,1507855376,41.0
85,1507941776,64.0
86,1508028176,25.0
87,1508114576,69.0
88,1508200976,91.0
89,1508287376,55.0
90,1508373776,16.0
91,1508460176,87.0
92,1508546576,96.0
93,1508632976,71.0
94,1508719376,45.0
95,1508805776,1.0
96,1508892176,70.0
97,1508978576,57.0
98,1509064976,39.0
99,1509151376,30.0
