,Unnamed: 0,x
0,1500597839,46.0
1,1500684239,41.0
2,1500770639,45.0
3,1500857039,12.0
4,1500943439,98.0
5,1501029839,31.0
6,1501116239,53.0
7,1501202639,15.0
8,1501289039,53.0
9,1501375439,72.0
10,1501461839,57.0
11,1501548239,48.0
12,1501634639,15.0
13,1501721039,68.0
14,1501807439,84.0
15,1501893839,11.0
16,1501980239,70.0
17,1502066639,71.0
18,1502153039,14.0
19,1502239439,7.0
20,1502325839,27.0
21,1502412239,46.0
22,1502498639,28.0
23,1502585039,98.0
24,1502671439,55.0
25,1502757839,12.0
26,1502844239,88.0
27,1502930639,95.0
28,1503017039,14.0
29,1503103439,46.0
30,1503189839,94.0
31,1503276239,40.0
32,1503362639,69.0
33,1503449039,2.0
34,1503535439,94.0
35,1503621839,26.0
36,1503708239,61.0
37,1503794639,23.0
38,1503881039,21.0
39,1503967439,79.0
40,1504053839,10.0
41,1504140239,31.0
42,1504226639,94.0
43,1504313039,49.0
44,1504399439,80.0
45,1504485839,73.0
46,1504572239,27.0
47,1504658639,91.0
48,1504745039,42.0
49,1504831439,56.0
50,1504917839,47.0
51,1505004239,92.0
52,1505090639,70.0
53,1505177039,91.0
54,1505263439,39.0
55,1505349839,53.0
56,1505436239,28.0
57,1505522639,61.0
58,1505609039,50.0
59,1505695439,59.0
60,1505781839,5.0
61,1505868239,82.0
62,1505954639,83.0
63,1506041039,74.0
64,1506127439,16.0
65,1506213839,67.0
66,1506300239,54.0
67,1506386639,30.0
68,1506473039,6.0
69,1506559439,49.0
70,1506645839,81.0
71,1506732239,90.0
72,1506818639,13.0
73,1506905039,89.0
74,1506991439,8.0
75,1507077839,56.0
76,1507164239,80.0
77,1507250639,13.0
78,1507337039,96.0
79,1507423439,3.0
80,1507509839,0.0
81,1507596239,16.0
82,1507682639,95.0
83,1507769039,33.0
84,1507855439,5.0
85,1507941839,70.0
86,1508028239,75.0
87,1508114639,87.0
88,1508201039,22.0
89,1508287439,97.0
90,1508373839,38.0
91,1508460239,64.0
92,1508546639,73.0
93,1508633039,72.0
94,1508719439,59.0
95,1508805839,51.0
96,1508892239,99.0
97,1508978639,81.0
98,1509065039,47.0
99,1509151439,24.0
