,Unnamed: 0,x
0,1500597841,79.0
1,1500684241,94.0
2,1500770641,19.0
3,1500857041,63.0
4,1500943441,88.0
5,1501029841,59.0
6,1501116241,73.0
7,1501202641,19.0
8,1501289041,65.0
9,1501375441,6.0
10,1501461841,54.0
11,1501548241,84.0
12,1501634641,80.0
13,1501721041,9.0
14,1501807441,63.0
15,1501893841,92.0
16,1501980241,55.0
17,1502066641,39.0
18,1502153041,15.0
19,1502239441,32.0
20,1502325841,28.0
21,1502412241,20.0
22,1502498641,17.0
23,1502585041,23.0
24,1502671441,95.0
25,1502757841,87.0
26,1502844241,46.0
27,1502930641,71.0
28,1503017041,90.0
29,1503103441,91.0
30,1503189841,22.0
31,1503276241,32.0
32,1503362641,97.0
33,1503449041,40.0
34,1503535441,75.0
35,1503621841,96.0
36,1503708241,84.0
37,1503794641,64.0
38,1503881041,14.0
39,1503967441,62.0
40,1504053841,60.0
41,1504140241,70.0
42,1504226641,14.0
43,1504313041,45.0
44,1504399441,70.0
45,1504485841,9.0
46,1504572241,4.0
47,1504658641,99.0
48,1504745041,59.0
49,1504831441,42.0
50,1504917841,76.0
51,1505004241,30.0
52,1505090641,6.0
53,1505177041,74.0
54,1505263441,97.0
55,1505349841,40.0
56,1505436241,62.0
57,1505522641,14.0
58,1505609041,59.0
59,1505695441,35.0
60,1505781841,28.0
61,1505868241,55.0
62,1505954641,42.0
63,1506041041,56.0
64,1506127441,27.0
65,1506213841,47.0
66,1506300241,80.0
67,1506386641,7.0
68,1506473041,97.0
69,1506559441,39.0
70,1506645841,99.0
71,1506732241,4.0
72,1506818641,40.0
73,1506905041,68.0
74,1506991441,64.0
75,1507077841,94.0
76,1507164241,14.0
77,1507250641,20.0
78,1507337041,34.0
79,1507423441,72.0
80,1507509841,63.0
81,1507596241,3.0
82,1507682641,72.0
83,1507769041,81.0
84,1507855441,33.0
85,1507941841,20.0
86,1508028241,50.0
87,1508114641,94.0
88,1508201041,89.0
89,1508287441,71.0
90,1508373841,67.0
91,1508460241,94.0
92,1508546641,66.0
93,1508633041,37.0
94,1508719441,11.0
95,1508805841,83.0
96,1508892241,46.0
97,1508978641,69.0
98,1509065041,47.0
99,1509151441,36.0
