,Unnamed: 0,x
0,1500597774,45.0
1,1500684174,20.0
2,1500770574,37.0
3,1500856974,10.0
4,1500943374,92.0
5,1501029774,52.0
6,1501116174,43.0
7,1501202574,54.0
8,1501288974,67.0
9,1501375374,68.0
10,1501461774,68.0
11,1501548174,67.0
12,1501634574,14.0
13,1501720974,40.0
14,1501807374,6.0
15,1501893774,32.0
16,1501980174,56.0
17,1502066574,8.0
18,1502152974,60.0
19,1502239374,87.0
20,1502325774,0.0
21,1502412174,37.0
22,1502498574,35.0
23,1502584974,94.0
24,1502671374,31.0
25,1502757774,74.0
26,1502844174,22.0
27,1502930574,59.0
28,1503016974,37.0
29,1503103374,16.0
30,1503189774,83.0
31,1503276174,40.0
32,1503362574,22.0
33,1503448974,68.0
34,1503535374,96.0
35,1503621774,46.0
36,1503708174,85.0
37,1503794574,49.0
38,1503880974,37.0
39,1503967374,72.0
40,1504053774,64.0
41,1504140174,89.0
42,1504226574,23.0
43,1504312974,8.0
44,1504399374,71.0
45,1504485774,20.0
46,1504572174,6.0
47,1504658574,47.0
48,1504744974,92.0
49,1504831374,11.0
50,1504917774,84.0
51,1505004174,44.0
52,1505090574,57.0
53,1505176974,66.0
54,1505263374,46.0
55,1505349774,82.0
56,1505436174,30.0
57,1505522574,14.0
58,1505608974,46.0
59,1505695374,56.0
60,1505781774,47.0
61,1505868174,10.0
62,1505954574,77.0
63,1506040974,54.0
64,1506127374,7.0
65,1506213774,31.0
66,1506300174,92.0
67,1506386574,66.0
68,1506472974,82.0
69,1506559374,75.0
70,1506645774,10.0
71,1506732174,11.0
72,1506818574,75.0
73,1506904974,75.0
74,1506991374,12.0
75,1507077774,93.0
76,1507164174,85.0
77,1507250574,67.0
78,1507336974,27.0
79,1507423374,33.0
80,1507509774,80.0
81,1507596174,93.0
82,1507682574,13.0
83,1507768974,32.0
84,1507855374,39.0
85,1507941774,2.0
86,1508028174,21.0
87,1508114574,46.0
88,1508200974,25.0
89,1508287374,1.0
90,1508373774,39.0
91,1508460174,0.0
92,1508546574,92.0
93,1508632974,66.0
94,1508719374,62.0
95,1508805774,59.0
96,1508892174,48.0
97,1508978574,65.0
98,1509064974,78.0
99,1509151374,65.0
