,Unnamed: 0,x
0,1500597776,66.0
1,1500684176,66.0
2,1500770576,42.0
3,1500856976,99.0
4,1500943376,11.0
5,1501029776,7.0
6,1501116176,20.0
7,1501202576,38.0
8,1501288976,52.0
9,1501375376,55.0
10,1501461776,86.0
11,1501548176,84.0
12,1501634576,49.0
13,1501720976,66.0
14,1501807376,6.0
15,1501893776,11.0
16,1501980176,56.0
17,1502066576,67.0
18,1502152976,49.0
19,1502239376,63.0
20,1502325776,38.0
21,1502412176,26.0
22,1502498576,66.0
23,1502584976,23.0
24,1502671376,1.0
25,1502757776,30.0
26,1502844176,45.0
27,1502930576,55.0
28,1503016976,97.0
29,1503103376,14.0
30,1503189776,82.0
31,1503276176,98.0
32,1503362576,41.0
33,1503448976,52.0
34,1503535376,28.0
35,1503621776,30.0
36,1503708176,93.0
37,1503794576,76.0
38,1503880976,22.0
39,1503967376,17.0
40,1504053776,14.0
41,1504140176,20.0
42,1504226576,24.0
43,1504312976,38.0
44,1504399376,61.0
45,1504485776,5.0
46,1504572176,10.0
47,1504658576,15.0
48,1504744976,84.0
49,1504831376,81.0
50,1504917776,89.0
51,1505004176,65.0
52,1505090576,31.0
53,1505176976,69.0
54,1505263376,36.0
55,1505349776,51.0
56,1505436176,41.0
57,1505522576,47.0
58,1505608976,50.0
59,1505695376,99.0
60,1505781776,63.0
61,1505868176,66.0
62,1505954576,68.0
63,1506040976,34.0
64,1506127376,0.0
65,1506213776,58.0
66,1506300176,86.0
67,1506386576,13.0
68,1506472976,54.0
69,1506559376,1.0
70,1506645776,70.0
71,1506732176,60.0
72,1506818576,34.0
73,1506904976,60.0
74,1506991376,2.0
75,1507077776,99.0
76,1507164176,19.0
77,1507250576,76.0
78,1507336976,5.0
79,1507423376,58.0
80,1507509776,29.0
81,1507596176,2.0
82,1507682576,46.0
83,1507768976,27.0
84,1507855376,59.0
85,1507941776,30.0
86,1508028176,60.0
87,1508114576,28.0
88,1508200976,71.0
89,1508287376,40.0
90,1508373776,17.0
91,1508460176,43.0
92,1508546576,12.0
93,1508632976,51.0
94,1508719376,90.0
95,1508805776,60.0
96,1508892176,36.0
97,1508978576,68.0
98,1509064976,89.0
99,1509151376,16.0
