,Unnamed: 0,x
0,1500597841,68.0
1,1500684241,24.0
2,1500770641,54.0
3,1500857041,90.0
4,1500943441,42.0
5,1501029841,79.0
6,1501116241,83.0
7,1501202641,97.0
8,1501289041,37.0
9,1501375441,72.0
10,1501461841,89.0
11,1501548241,50.0
12,1501634641,18.0
13,1501721041,35.0
14,1501807441,40.0
15,1501893841,59.0
16,1501980241,97.0
17,1502066641,34.0
18,1502153041,84.0
19,1502239441,15.0
20,1502325841,38.0
21,1502412241,83.0
22,1502498641,85.0
23,1502585041,83.0
24,1502671441,7.0
25,1502757841,93.0
26,1502844241,20.0
27,1502930641,49.0
28,1503017041,78.0
29,1503103441,84.0
30,1503189841,1.0
31,1503276241,85.0
32,1503362641,50.0
33,1503449041,43.0
34,1503535441,1.0
35,1503621841,81.0
36,1503708241,66.0
37,1503794641,75.0
38,1503881041,99.0
39,1503967441,42.0
40,1504053841,63.0
41,1504140241,67.0
42,1504226641,40.0
43,1504313041,32.0
44,1504399441,40.0
45,1504485841,50.0
46,1504572241,84.0
47,1504658641,79.0
48,1504745041,41.0
49,1504831441,74.0
50,1504917841,81.0
51,1505004241,68.0
52,1505090641,61.0
53,1505177041,67.0
54,1505263441,45.0
55,1505349841,86.0
56,1505436241,21.0
57,1505522641,25.0
58,1505609041,3.0
59,1505695441,47.0
60,1505781841,2.0
61,1505868241,88.0
62,1505954641,41.0
63,1506041041,11.0
64,1506127441,44.0
65,1506213841,26.0
66,1506300241,4.0
67,1506386641,72.0
68,1506473041,61.0
69,1506559441,17.0
70,1506645841,55.0
71,1506732241,33.0
72,1506818641,47.0
73,1506905041,41.0
74,1506991441,96.0
75,1507077841,87.0
76,1507164241,16.0
77,1507250641,65.0
78,1507337041,91.0
79,1507423441,84.0
80,1507509841,31.0
81,1507596241,97.0
82,1507682641,9.0
83,1507769041,84.0
84,1507855441,8.0
85,1507941841,36.0
86,1508028241,11.0
87,1508114641,80.0
88,1508201041,16.0
89,1508287441,64.0
90,1508373841,27.0
91,1508460241,37.0
92,1508546641,52.0
93,1508633041,68.0
94,1508719441,12.0
95,1508805841,99.0
96,1508892241,83.0
97,1508978641,72.0
98,1509065041,74.0
99,1509151441,42.0
