2010-07-16,0.049510000000000005
2010-07-17,0.08584
2010-07-18,0.0808
2010-07-19,0.07474
2010-07-20,0.07921
2010-07-21,0.0505
2010-07-22,0.06262000000000001
2010-07-23,0.05454
2010-07-24,0.0505
2010-07-25,0.055999999999999994
2010-07-26,0.06
2010-07-27,0.0589
2010-07-28,0.0699
2010-07-29,0.0627
2010-07-30,0.06785
2010-07-31,0.0611
2010-08-01,0.06
2010-08-02,0.06
2010-08-03,0.057
2010-08-04,0.061
2010-08-05,0.0623
2010-08-06,0.059000000000000004
2010-08-07,0.0609
2010-08-08,0.071
2010-08-09,0.07
2010-08-10,0.067
2010-08-11,0.07
2010-08-12,0.0645
2010-08-13,0.067
2010-08-14,0.06529
2010-08-15,0.0655
2010-08-16,0.07
2010-08-17,0.068
2010-08-18,0.0667
2010-08-19,0.0655
2010-08-20,0.0664
2010-08-21,0.066
2010-08-22,0.06491
2010-08-23,0.065
2010-08-24,0.0648
2010-08-25,0.064
2010-08-26,0.065
2010-08-27,0.0641
2010-08-28,0.064
2010-08-29,0.06497
2010-08-30,0.06
2010-08-31,0.0629
2010-09-01,0.0634
2010-09-02,0.06085
2010-09-03,0.06238
2010-09-04,0.0616
2010-09-05,0.0616
2010-09-06,0.061
2010-09-07,0.062
2010-09-08,0.061110000000000005
2010-09-09,0.0618
2010-09-10,0.06366000000000001
2010-09-11,0.0615
2010-09-12,0.062189999999999995
2010-09-13,0.061989999999999996
2010-09-14,0.0604
2010-09-15,0.0619
2010-09-16,0.059000000000000004
2010-09-17,0.061
2010-09-18,0.0627
2010-09-19,0.0621
2010-09-20,0.06265
2010-09-21,0.0622
2010-09-22,0.062310000000000004
2010-09-23,0.0622
2010-09-24,0.062020000000000006
2010-09-25,0.062
2010-09-26,0.0622
2010-09-27,0.0619
2010-09-28,0.06191
2010-09-29,0.0619
2010-09-30,0.061970000000000004
2010-10-01,0.0614
2010-10-02,0.061110000000000005
2010-10-03,0.0613
2010-10-04,0.0614
2010-10-05,0.06281
2010-10-06,0.067
2010-10-07,0.08685
2010-10-08,0.0938
2010-10-09,0.0965
2010-10-10,0.095
2010-10-11,0.0949
2010-10-12,0.105
2010-10-13,0.102
2010-10-14,0.105
2010-10-15,0.10099999999999999
2010-10-16,0.102
2010-10-17,0.1024
2010-10-18,0.09699999999999999
2010-10-19,0.099
2010-10-20,0.107
2010-10-21,0.1025
2010-10-22,0.1055
2010-10-23,0.115
2010-10-24,0.132
2010-10-25,0.1503
2010-10-26,0.1877
2010-10-27,0.1731
2010-10-28,0.19
2010-10-29,0.1989
2010-10-30,0.1925
2010-10-31,0.1955
2010-11-01,0.1938
2010-11-02,0.1931
2010-11-03,0.23
2010-11-04,0.26
2010-11-05,0.39
2010-11-06,0.34
2010-11-07,0.243
2010-11-08,0.21
2010-11-09,0.24
2010-11-10,0.2231
2010-11-11,0.2682
2010-11-12,0.276
2010-11-13,0.27899999999999997
2010-11-14,0.2682
2010-11-15,0.223
2010-11-16,0.2299
2010-11-17,0.2678
2010-11-18,0.28
2010-11-19,0.28300000000000003
2010-11-20,0.2767
2010-11-21,0.2879
2010-11-22,0.2829
2010-11-23,0.28300000000000003
2010-11-24,0.28
2010-11-25,0.2844
2010-11-26,0.28300000000000003
2010-11-27,0.27
2010-11-28,0.2299
2010-11-29,0.2082
2010-11-30,0.2275
2010-12-01,0.255
2010-12-02,0.251
2010-12-03,0.205
2010-12-04,0.19
2010-12-05,0.204
2010-12-06,0.233
2010-12-07,0.2388
