date,y
2017-08-15 12:53:50.769022,100.0
2017-08-16 12:53:50.769022,102.0
2017-08-17 12:53:50.769022,104.0
2017-08-18 12:53:50.769022,106.0
2017-08-19 12:53:50.769022,108.0
2017-08-20 12:53:50.769022,110.0
2017-08-21 12:53:50.769022,112.0
2017-08-22 12:53:50.769022,114.0
2017-08-23 12:53:50.769022,116.0
2017-08-24 12:53:50.769022,118.0
2017-08-25 12:53:50.769022,120.0
2017-08-26 12:53:50.769022,122.0
2017-08-27 12:53:50.769022,124.0
2017-08-28 12:53:50.769022,126.0
2017-08-29 12:53:50.769022,128.0
2017-08-30 12:53:50.769022,130.0
2017-08-31 12:53:50.769022,132.0
2017-09-01 12:53:50.769022,134.0
2017-09-02 12:53:50.769022,136.0
2017-09-03 12:53:50.769022,138.0
2017-09-04 12:53:50.769022,140.0
2017-09-05 12:53:50.769022,142.0
2017-09-06 12:53:50.769022,144.0
2017-09-07 12:53:50.769022,146.0
2017-09-08 12:53:50.769022,148.0
2017-09-09 12:53:50.769022,150.0
2017-09-10 12:53:50.769022,152.0
2017-09-11 12:53:50.769022,154.0
2017-09-12 12:53:50.769022,156.0
2017-09-13 12:53:50.769022,158.0
2017-09-14 12:53:50.769022,160.0
2017-09-15 12:53:50.769022,162.0
2017-09-16 12:53:50.769022,164.0
2017-09-17 12:53:50.769022,166.0
2017-09-18 12:53:50.769022,168.0
2017-09-19 12:53:50.769022,170.0
2017-09-20 12:53:50.769022,172.0
2017-09-21 12:53:50.769022,174.0
2017-09-22 12:53:50.769022,176.0
2017-09-23 12:53:50.769022,178.0
2017-09-24 12:53:50.769022,180.0
2017-09-25 12:53:50.769022,182.0
2017-09-26 12:53:50.769022,184.0
2017-09-27 12:53:50.769022,186.0
2017-09-28 12:53:50.769022,188.0
2017-09-29 12:53:50.769022,190.0
2017-09-30 12:53:50.769022,192.0
2017-10-01 12:53:50.769022,194.0
2017-10-02 12:53:50.769022,196.0
2017-10-03 12:53:50.769022,198.0
2017-10-04 12:53:50.769022,200.0
2017-10-05 12:53:50.769022,202.0
2017-10-06 12:53:50.769022,204.0
2017-10-07 12:53:50.769022,206.0
2017-10-08 12:53:50.769022,208.0
2017-10-09 12:53:50.769022,210.0
2017-10-10 12:53:50.769022,212.0
2017-10-11 12:53:50.769022,214.0
2017-10-12 12:53:50.769022,216.0
2017-10-13 12:53:50.769022,218.0
2017-10-14 12:53:50.769022,220.0
2017-10-15 12:53:50.769022,222.0
2017-10-16 12:53:50.769022,224.0
2017-10-17 12:53:50.769022,226.0
2017-10-18 12:53:50.769022,228.0
2017-10-19 12:53:50.769022,230.0
2017-10-20 12:53:50.769022,232.0
2017-10-21 12:53:50.769022,234.0
2017-10-22 12:53:50.769022,236.0
2017-10-23 12:53:50.769022,238.0
2017-10-24 12:53:50.769022,240.0
2017-10-25 12:53:50.769022,242.0
2017-10-26 12:53:50.769022,244.0
2017-10-27 12:53:50.769022,246.0
2017-10-28 12:53:50.769022,248.0
2017-10-29 12:53:50.769022,250.0
2017-10-30 12:53:50.769022,252.0
2017-10-31 12:53:50.769022,254.0
2017-11-01 12:53:50.769022,256.0
2017-11-02 12:53:50.769022,258.0
2017-11-03 12:53:50.769022,260.0
2017-11-04 12:53:50.769022,262.0
2017-11-05 12:53:50.769022,264.0
2017-11-06 12:53:50.769022,266.0
2017-11-07 12:53:50.769022,268.0
2017-11-08 12:53:50.769022,270.0
2017-11-09 12:53:50.769022,272.0
2017-11-10 12:53:50.769022,274.0
2017-11-11 12:53:50.769022,276.0
2017-11-12 12:53:50.769022,278.0
2017-11-13 12:53:50.769022,280.0
2017-11-14 12:53:50.769022,282.0
2017-11-15 12:53:50.769022,284.0
2017-11-16 12:53:50.769022,286.0
2017-11-17 12:53:50.769022,288.0
2017-11-18 12:53:50.769022,290.0
2017-11-19 12:53:50.769022,292.0
2017-11-20 12:53:50.769022,294.0
2017-11-21 12:53:50.769022,296.0
2017-11-22 12:53:50.769022,298.0
2017-11-23 12:53:50.769022,300.0
2017-11-24 12:53:50.769022,302.0
2017-11-25 12:53:50.769022,304.0
2017-11-26 12:53:50.769022,306.0
2017-11-27 12:53:50.769022,308.0
2017-11-28 12:53:50.769022,310.0
2017-11-29 12:53:50.769022,312.0
2017-11-30 12:53:50.769022,314.0
2017-12-01 12:53:50.769022,316.0
2017-12-02 12:53:50.769022,318.0
2017-12-03 12:53:50.769022,320.0
2017-12-04 12:53:50.769022,322.0
2017-12-05 12:53:50.769022,324.0
2017-12-06 12:53:50.769022,326.0
2017-12-07 12:53:50.769022,328.0
2017-12-08 12:53:50.769022,330.0
2017-12-09 12:53:50.769022,332.0
2017-12-10 12:53:50.769022,334.0
2017-12-11 12:53:50.769022,336.0
2017-12-12 12:53:50.769022,338.0
2017-12-13 12:53:50.769022,340.0
2017-12-14 12:53:50.769022,342.0
2017-12-15 12:53:50.769022,344.0
2017-12-16 12:53:50.769022,346.0
2017-12-17 12:53:50.769022,348.0
2017-12-18 12:53:50.769022,350.0
2017-12-19 12:53:50.769022,352.0
2017-12-20 12:53:50.769022,354.0
2017-12-21 12:53:50.769022,356.0
2017-12-22 12:53:50.769022,358.0
2017-12-23 12:53:50.769022,360.0
2017-12-24 12:53:50.769022,362.0
2017-12-25 12:53:50.769022,364.0
2017-12-26 12:53:50.769022,366.0
2017-12-27 12:53:50.769022,368.0
2017-12-28 12:53:50.769022,370.0
2017-12-29 12:53:50.769022,372.0
2017-12-30 12:53:50.769022,374.0
2017-12-31 12:53:50.769022,376.0
2018-01-01 12:53:50.769022,378.0
2018-01-02 12:53:50.769022,380.0
2018-01-03 12:53:50.769022,382.0
2018-01-04 12:53:50.769022,384.0
2018-01-05 12:53:50.769022,386.0
2018-01-06 12:53:50.769022,388.0
2018-01-07 12:53:50.769022,390.0
2018-01-08 12:53:50.769022,392.0
2018-01-09 12:53:50.769022,394.0
2018-01-10 12:53:50.769022,396.0
2018-01-11 12:53:50.769022,398.0
2018-01-12 12:53:50.769022,400.0
2018-01-13 12:53:50.769022,402.0
2018-01-14 12:53:50.769022,404.0
2018-01-15 12:53:50.769022,406.0
2018-01-16 12:53:50.769022,408.0
2018-01-17 12:53:50.769022,410.0
2018-01-18 12:53:50.769022,412.0
2018-01-19 12:53:50.769022,414.0
2018-01-20 12:53:50.769022,416.0
2018-01-21 12:53:50.769022,418.0
2018-01-22 12:53:50.769022,420.0
2018-01-23 12:53:50.769022,422.0
2018-01-24 12:53:50.769022,424.0
