2017-07-25,92.0
2017-07-26,88.0
2017-07-27,84.0
2017-07-28,65.0
2017-07-29,94.0
2017-07-30,89.0
2017-07-31,69.0
2017-08-01,78.0
2017-08-02,20.0
2017-08-03,53.0
2017-08-04,36.0
2017-08-05,42.0
2017-08-06,68.0
2017-08-07,35.0
2017-08-08,97.0
2017-08-09,70.0
2017-08-10,13.0
2017-08-11,61.0
2017-08-12,12.0
2017-08-13,24.0
2017-08-14,84.0
2017-08-15,95.0
2017-08-16,21.0
2017-08-17,85.0
2017-08-18,96.0
2017-08-19,61.0
2017-08-20,8.0
2017-08-21,6.0
2017-08-22,69.0
2017-08-23,10.0
2017-08-24,6.0
2017-08-25,89.0
2017-08-26,38.0
2017-08-27,0.0
2017-08-28,92.0
2017-08-29,92.0
2017-08-30,77.0
2017-08-31,25.0
2017-09-01,91.0
2017-09-02,55.0
2017-09-03,9.0
2017-09-04,41.0
2017-09-05,94.0
2017-09-06,56.0
2017-09-07,95.0
2017-09-08,33.0
2017-09-09,73.0
2017-09-10,1.0
2017-09-11,86.0
2017-09-12,53.0
2017-09-13,81.0
2017-09-14,70.0
2017-09-15,45.0
2017-09-16,58.0
2017-09-17,75.0
2017-09-18,90.0
2017-09-19,64.0
2017-09-20,99.0
2017-09-21,21.0
2017-09-22,92.0
2017-09-23,83.0
2017-09-24,25.0
2017-09-25,46.0
2017-09-26,84.0
2017-09-27,55.0
2017-09-28,20.0
2017-09-29,63.0
2017-09-30,92.0
2017-10-01,36.0
2017-10-02,54.0
2017-10-03,83.0
2017-10-04,94.0
2017-10-05,97.0
2017-10-06,45.0
2017-10-07,28.0
2017-10-08,40.0
2017-10-09,63.0
2017-10-10,22.0
2017-10-11,40.0
2017-10-12,25.0
2017-10-13,36.0
2017-10-14,80.0
2017-10-15,31.0
2017-10-16,71.0
2017-10-17,68.0
2017-10-18,43.0
2017-10-19,94.0
2017-10-20,91.0
2017-10-21,32.0
2017-10-22,17.0
2017-10-23,96.0
2017-10-24,89.0
2017-10-25,81.0
2017-10-26,66.0
2017-10-27,6.0
2017-10-28,58.0
2017-10-29,76.0
2017-10-30,41.0
2017-10-31,82.0
2017-11-01,66.0
