date,y
2017-08-17 15:51:50.801671,100.0
2017-08-18 15:51:50.801671,106.0
2017-08-19 15:51:50.801671,112.0
2017-08-20 15:51:50.801671,118.0
2017-08-21 15:51:50.801671,124.0
2017-08-22 15:51:50.801671,130.0
2017-08-23 15:51:50.801671,136.0
2017-08-24 15:51:50.801671,142.0
2017-08-25 15:51:50.801671,148.0
2017-08-26 15:51:50.801671,154.0
2017-08-27 15:51:50.801671,160.0
2017-08-28 15:51:50.801671,166.0
2017-08-29 15:51:50.801671,172.0
2017-08-30 15:51:50.801671,178.0
2017-08-31 15:51:50.801671,184.0
2017-09-01 15:51:50.801671,190.0
2017-09-02 15:51:50.801671,196.0
2017-09-03 15:51:50.801671,202.0
2017-09-04 15:51:50.801671,208.0
2017-09-05 15:51:50.801671,214.0
2017-09-06 15:51:50.801671,220.0
2017-09-07 15:51:50.801671,226.0
2017-09-08 15:51:50.801671,232.0
2017-09-09 15:51:50.801671,238.0
2017-09-10 15:51:50.801671,244.0
2017-09-11 15:51:50.801671,250.0
2017-09-12 15:51:50.801671,256.0
2017-09-13 15:51:50.801671,262.0
2017-09-14 15:51:50.801671,268.0
2017-09-15 15:51:50.801671,274.0
2017-09-16 15:51:50.801671,280.0
2017-09-17 15:51:50.801671,286.0
2017-09-18 15:51:50.801671,292.0
2017-09-19 15:51:50.801671,298.0
2017-09-20 15:51:50.801671,304.0
2017-09-21 15:51:50.801671,310.0
2017-09-22 15:51:50.801671,316.0
2017-09-23 15:51:50.801671,322.0
2017-09-24 15:51:50.801671,328.0
2017-09-25 15:51:50.801671,334.0
2017-09-26 15:51:50.801671,340.0
2017-09-27 15:51:50.801671,346.0
2017-09-28 15:51:50.801671,352.0
2017-09-29 15:51:50.801671,358.0
2017-09-30 15:51:50.801671,364.0
2017-10-01 15:51:50.801671,370.0
2017-10-02 15:51:50.801671,376.0
2017-10-03 15:51:50.801671,382.0
2017-10-04 15:51:50.801671,388.0
2017-10-05 15:51:50.801671,394.0
2017-10-06 15:51:50.801671,400.0
2017-10-07 15:51:50.801671,406.0
2017-10-08 15:51:50.801671,412.0
2017-10-09 15:51:50.801671,418.0
2017-10-10 15:51:50.801671,424.0
2017-10-11 15:51:50.801671,430.0
2017-10-12 15:51:50.801671,436.0
2017-10-13 15:51:50.801671,442.0
2017-10-14 15:51:50.801671,448.0
2017-10-15 15:51:50.801671,454.0
2017-10-16 15:51:50.801671,460.0
2017-10-17 15:51:50.801671,466.0
2017-10-18 15:51:50.801671,472.0
2017-10-19 15:51:50.801671,478.0
2017-10-20 15:51:50.801671,484.0
2017-10-21 15:51:50.801671,490.0
2017-10-22 15:51:50.801671,496.0
2017-10-23 15:51:50.801671,502.0
2017-10-24 15:51:50.801671,508.0
2017-10-25 15:51:50.801671,514.0
2017-10-26 15:51:50.801671,520.0
2017-10-27 15:51:50.801671,526.0
2017-10-28 15:51:50.801671,532.0
2017-10-29 15:51:50.801671,538.0
2017-10-30 15:51:50.801671,544.0
2017-10-31 15:51:50.801671,550.0
2017-11-01 15:51:50.801671,556.0
2017-11-02 15:51:50.801671,562.0
2017-11-03 15:51:50.801671,568.0
2017-11-04 15:51:50.801671,574.0
2017-11-05 15:51:50.801671,580.0
2017-11-06 15:51:50.801671,586.0
2017-11-07 15:51:50.801671,592.0
2017-11-08 15:51:50.801671,598.0
